,pdf_name,date1,time1,date2,time2,mr_address,en_address,Latitude,Longitude,Google Maps Address
863,1670.pdf,26/02/2025,20:30,26/02/2025,20:30," माहीम खाडी ब्रीज जवळ,, खाडी लगत,बीएमसीची लोखंडीचे, आडोशाला ,साउथ बॉन्ड वर, वांद्‌,  ","Near Mahim Khadi Bridge, Adjacent to Khadi, BMC's Railway, Adoshala, On South Bond, Vand,",19.051016,72.8355244,"14, LK Mehta Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
864,1671.pdf,27/02/2025,14:15,27/02/2025,14:15," लालमिठ्ठी परिसर, फुटपाथवर ,, वांद्रे पश्‍चिम मुंबई 50, ","Lalmitthi Area, On Footpath,, Bandra West Mumbai 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
865,1669.pdf,19/08/2023,00:00,19/08/2023,00:00," सीटी सर्व्हे ऑफीस, , म्हैसुर भवन, 4 व 5 माळा, , बांद्रा प, मुंबई 50,  ","CT Survey Office, , Mysore Bhavan, 4 & 5 Mala, , Bandra P, Mumbai 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
866,1672.pdf,27/02/2025,14:25,27/02/2025,14:25," कोंबडी गल्ली, , बांद्रा पश्‍चिम मुंबई 50, ","KOMBDI GALLI, , BANDRA WEST MUMBAI 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
867,1673.pdf,16/01/2025,00:05,16/01/2025,00:05," जरीमरी मंदिर पाठीमागे,, वांद्रे तलावाच्या समोर, wales रोड, वांद्रे प  मु,  2   ","Behind Jarimari Mandir,, Opposite Bandra Lake, Wales Road, Bandra P Mu, 2",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
868,1676.pdf,03/08/2024,00:00,05/09/2024,00:00," रूम नं ए 22, , कमलपुश्प सोसायटी, , वांद्रे पश्‍चिम, मुंबई 50,   ","Room No A 22, , Kamalpushp Society, , Bandra West, Mumbai 50,",19.0545819,72.8344499,"50, Chinchpokli Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050, India"
869,1674.pdf,27/02/2025,14:30,27/02/2025,15:00," संतोष गरेज ,, चिंचपोकळी रोड,, बांद्रा पश्‍चिम ,मुंबई 50,   ","Santosh Garage,, Chinchpokli Road,, Bandra West, Mumbai 50,",18.955521,72.8401242,"Nandalal Jani Rd, Dana Bandar, Mandvi, Mumbai, Maharashtra 400009, India"
870,1675.pdf,25/04/2025,00:10,25/04/2025,02:35," नंदलाल जानी रोड, सिमेन्स हटेलच्या समोर,, वाडीबंदर, डोंगरी, मुंबई 09,   ","Nandalal Jani Road, Opposite Siemens Hotel,, Wadibandar, Dongri, Mumbai 09,",19.0552006,72.8308311,"Hill Rd, Bandra West, Mumbai, Maharashtra 400050, India"
871,1677.pdf,03/08/2024,00:00,20/08/2024,00:00," 164 सेलाव्ही Fars, 164,मकडोनल्ड समोर हिल रोड, वांद्रे प मुंबई,   ","164 Selavy Fars, 164, Opposite Macdonald Hill Road, Bandra P Mumbai,",19.0606564,72.8218326,"Kanta road, Bandra West, Mumbai, Maharashtra 400050, India"
872,1678.pdf,09/01/2025,15:00,09/01/2025,15:00," ओटरस क्लब,काटर रोड,, वांद्रे पश्‍चिम, मुंबई 50,   ","Otters Club, Katter Road, Bandra West, Mumbai 50,",19.0561007,72.8339903,"400, 050, Waterfield Road, Bandra West, Mumbai, Maharashtra 400050, India"
873,1679.pdf,12/02/2025,21:00,12/02/2025,21:10," बीएमसी सार्वजनिक सुलभ, शौचालय समोर, पटेलनगरी,, शास्त्रीनगर, बांद्रा प, मुंबई, ","BMC Public Access, Opposite Toilet, Patelnagari,, Shastrinagar, Bandra P, Mumbai,",19.058555,72.841946,"161, Kherwadi Rd, MHB Colony, Bandra Terminus, Naupada Village, Bandra East, Mumbai, Maharashtra 400051, India"
874,1680.pdf,28/02/2025,01:30,28/02/2025,01:40," जैन मंदीर जवह बाजार रोड, ,वांद्रे प मुंबई 50 ,   ","Jain Mandir Jawah Bazar Road, Bandre P Mumbai 50,",19.139536,72.9238392,"Kombadi Galli, Farid Nagar, Bhandup West, Mumbai, Maharashtra 400078, India"
875,1681.pdf,28/02/2025,03:00,28/02/2025,03:05," कोंबडी गल्ली जवळ,, रिक्‍्लेमेशन ब्रिजखाल्री, , लालमिट्ठी, वांद्रेप  मुंबई-50,  ","Near Kombadi Galli,, Reclamation Brijkhalri, , Lalmitthi, Wandrep Mumbai-50,",19.0667827,72.8333849,"Raheja Building, Bandra West, Mumbai, Maharashtra 400052, India"
876,1682.pdf,27/02/2025,03:00,27/02/2025,03:30," रहेजा बिल्डींग, तवा हॉटेल, बांद्रा प, मुंबई,   ","Raheja Building, Tawa Hotel, Bandra P, Mumbai,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
877,1683.pdf,28/02/2025,17:05,28/02/2025,17:05," लव्ह गार्डन परिसर, कोंबडी गल्ल, वांद्रे प मुबंई,  ","Love Garden Precinct, Kombadi Gall, Bandra P Mumbai,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
878,1684.pdf,16/01/2025,00:40,16/01/2025,00:40," 05, हंगर हवेली, 404, हाजी मोहम्मद, नुरा बिल्डींग, एस व्हि रोडलकी, हाँटेलच्या समोर, बांद्रा प, ,   ","05, Hunger Haveli, 404, Haji Mohammed, Noora Building, S V Rodalki, Opposite Hotel, Bandra P, ,",19.0551942,72.83733149999999,"S.V. Road, Bandra West, Mumbai, Maharashtra 400050, India"
879,1685.pdf,28/02/2025,00:30,28/02/2025,00:30," मदर अँन्ड सन स्टच्युजवळ , एस व्ही रोड वांद्रे पश्‍चिम मुं,  1 ","Near Mother and Son Statue, SV Road Bandra West Mun, 1",19.0558286,72.8373322,"Swami Vivekanand Rd, Bandra West, Mumbai, Maharashtra, India"
880,1686.pdf,28/02/2025,19:00,28/02/2025,19:10," एसव्हीरोडकडुन रेल्वे स्टेशन , कडे AON रोडवर बांद्रा तलाव , फुटपाथवर, वान्द्रे प, मुंबई ,  ","From SV Road to Railway Station, on AON Road to Bandra Lake, on Footpath, Bandra P, Mumbai,",19.0491441,72.8276867,"KC Marg, Bandra West, Mumbai, Maharashtra 400050, India"
881,1689.pdf,28/02/2025,22:15,28/02/2025,22:20," कोंबडी गल्ली, के सी मार्ग , लालमटटी वांद्रे प मुंबई ,   ","KOMBDI GALLI, KC MARG, LALMATTI BANDRA P MUMBAI,",19.0539656,72.8326935,"Bazar Rd, Bandra West, Mumbai, Maharashtra 400050, India"
882,1690.pdf,28/02/2025,22:30,28/02/2025,22:30," मच्छी मार्केट समोर,पितळवाडी,, बाजार रोड, वांद्रे पश्‍चिम, मुं,   ","Opposite Macchi Market, Pitalwadi, Bazar Road, Bandra West, Mun.",19.0530943,72.8404424,"3R3R+65P BUS DEPOT, PLOT NO.2, near Bandra, C Block BKC, SHASTRI NAGAR, Bandra West, Mumbai, Maharashtra 400050, India"
883,1688.pdf,28/02/2025,22:30,28/02/2025,22:40," शास्त्री नगर बस डेपोच्या मोकळय, मैदानामध्ये पडक्या भिंतीच्या ,  आडोशाला, स्टेशन जवळ,,वांद्रे, पश्‍चिम, मुंबई 1 ","Shastri Nagar Bus Depot Open Ground, Fallen Wall, Adoshala, Near Station, Bandra, West, Mumbai 1",19.05523,72.8320402,"50, Hill Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050, India"
884,1691.pdf,09/01/2025,17:00,09/01/2025,17:00," हिल रोड, वांद्रे पश्‍चिम, मुंबई 50,  ","Hill Road, Bandra West, Mumbai 50,",19.0177989,72.84781199999999,"Dadar, Mumbai, Maharashtra, India"
885,1687.pdf,03/03/2025,04:45,03/03/2025,04:55," 386, विर सावरकर रोड , एच डी एफ सी बंक लिमीटेड, दादर प मुंबई ;   ","386, Vir Savarkar Road, HDFC Bank Limited, Dadar P Mumbai;",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
886,1692.pdf,28/02/2025,23:40,28/02/2025,23:50," लालमिट्टी, नर्गिसदत्तनगर, , वांद्रे पश्‍चिम मुंबई 50,   ","Lalmitty, Nargisduttanagar, , Bandra West Mumbai 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
887,1693.pdf,28/02/2025,23:30,28/02/2025,23:40," आपला दवाखाना जवळील, मोकळया जागेत शास्त्री नगर,, वांद्रे पश्‍चिम मुंबई,  ","Our clinic is near by, in open space Shastri Nagar, Bandra West Mumbai,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
888,1694.pdf,28/02/2025,23:55,28/02/2025,23:55," लव्ह गार्डन परिसर,, कोंबडी गल्ली, वांद्रे प, मुं, ","Love Garden Premises,, Kombadi Galli, Bandra P, Mun,",19.0515529,72.8327674,"KC Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
889,1696.pdf,28/02/2025,23:25,28/02/2025,23:35," वांद्रे रिकलेमेशन फ्लाय ओव्हर, पश्‍चिम, मुंबई ,  व्हर, ब्रिजच्या खाली, Revert, वांद्रे ","Bandra Reclamation Fly Over, West, Mumbai, Ver, Under Bridge, Revert, Bandra",18.9581934,72.8320729,"Mumbai, Maharashtra, India"
890,1695.pdf,16/01/2025,02:00,16/01/2025,02:00," अपना दवाखान्याजवळ, , महाराष्ट्रनगर, वांद्रे पश्‍चिम, मुंबई ,   ","Near Apna Dispensary, , Maharashtranagar, Bandra West, Mumbai ,",19.0813949,72.8498401,"23, Oasis, Nehru Road, Vakola, Santacruz East, 3RMX+3HQ, Demello Compound, Ashok Nagar, Santacruz East, Mumbai, Maharashtra 400055, India"
891,1698.pdf,01/03/2025,00:40,01/03/2025,00:50," यु ब्रिज खाली, सार्वजनिक , शोंचालयाचे जवळ,, लालमिट्टी, वांद्रे प  मुंबई , ","Under U Bridge, Public, Near Shonchalaya,, Lalmitty, Bandra P Mumbai,",19.0504144,72.8375614,"14, LK Mehta Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
892,1702.pdf,06/01/2025,15:30,07/01/2025,11:30," बांद्रा अग्निशमन केंद्र, एलके, मेहता मार्ग,, बांद्रा पश्‍चिम, मुं,   ","Bandra Fire Station, LK, Mehta Marg,, Bandra West, Mun,",19.05523,72.8320402,"50, Hill Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050, India"
893,1701.pdf,01/03/2025,15:30,01/03/2025,15:30," बाटा शोरूम जवळ,, हिल रोड वर,, वांद्रे, पश्‍चिम, मुंबई 50, ","NEAR BATA SHOWROOM,, ON HILL ROAD,, BANDRA, WEST, MUMBAI 50,",19.0772858,72.8674286,"3VG8+WX7, Church Rd, Kolivery Village, Kunchi Kurve Nagar, Kalina, Santacruz East, Mumbai, Maharashtra 400029, India"
894,1697.pdf,01/03/2025,00:30,01/03/2025,00:40," शास्त्रीनगर, बीएमसी मैदान, , वांद्रे पश्‍चिम, मुंबई 50,   ","Shastri Nagar, BMC Ground, , Bandra West, Mumbai 50,",18.9612164,72.8436414,"P D'Mello Rd, Wadi Bandar, Mazgaon, Mumbai, Maharashtra, India"
895,1700.pdf,26/04/2025,00:10,26/04/2025,00:15," घडयाळ गोदी, मेन गेटच्या समोर,, सिध्दीविनायक sea, पीडीमेलो , वाडीबंदर, मुंबई- ,400009   ","Ghadyal Dock, Opposite Main Gate, Siddhivinayak Sea, PDMello, Wadibandar, Mumbai- 400009",19.0094237,72.8329108,"Sayani Marg, Model Mill Compound, 2R5M+Q57, Elphinstone West, Parel Bus Depot, Dighe Nagar, Parel, Mumbai, Maharashtra 400025, India"
896,1699.pdf,09/01/2025,23:00,10/01/2025,00:00," सयानी रोड,, सारथी बार, अँण्ड रेस्टाँरंट,, एलफिस्टन मुंबई 28,   ","Sayani Road, Sarathi Bar & Restaurant, Elphiston Mumbai 28,",19.0511024,72.83596109999999,"Nargis Dutt Nagar, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
897,1703.pdf,09/01/2025,18:00,09/01/2025,18:00," यु ब्रीज खाली, , नर्गिस दत्त नगर परिसर, वांद्रे पष्चिम, मुंबई 50,  ","Below U Bridge, , Nargis Dutt Nagar Area, Bandra West, Mumbai 50,",19.0475315,72.82850959999999,"Nityanand Nagar, A Block BKC, Bandra West, Mumbai, Maharashtra 400050, India"
898,1710.pdf,10/01/2025,02:30,10/01/2025,02:30," रुम नं 32,, नित्यानंद नगर, ओ एन जी सी च्या, पाठीमागे, बांद्रा RecA, , बांद्रा पश्‍चिम मुंबई 50,   ","ROOM NO 32, NITYANAND NAGAR, BEHIND ONGC, BANDRA RECA, , BANDRA WEST MUMBAI 50,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
899,1704.pdf,09/01/2025,14:45,09/01/2025,14:45," यु ब्रीज खाली, वांद्रे प, मुंबई , ","Below U Bridge, Bandra West, Mumbai,",19.0551249,72.82726880000001,"St Andrews Rd, Bandra West, Mumbai, Maharashtra 400050, India"
900,1705.pdf,04/01/2025,16:00,05/01/2025,18:00," गेट नं 03 चे समोर,, होली फमिली हाँस्पीटल, , सेंट अँन्डर्युज रोड, वांद्रे प,   ","Opposite Gate No. 03, Holy Family Hospital, St. Andrews Road, Bandra P,",19.0574544,72.83364499999999,"3R4M+XFJ, Waterfield Road, Bandra West, Mumbai, Maharashtra 400050, India"
901,1706.pdf,17/01/2025,12:15,17/01/2025,12:15," भाभा रुग्णालय समोर, वाँटरफिल्ड, ,वांद्रे पश्चीम,मुंबई 50 ,   ","Opposite Bhabha Hospital, Vanterfield, Bandra West, Mumbai 50,",19.059534,72.8214028,"Jogger's Park, Sangeet Samrat Naushad Ali Rd, Bandra West, Mumbai, Maharashtra 400050, India"
902,1711.pdf,10/01/2025,11:10,10/01/2025,11:10," डिलाईट अपार्टमेंटच्या बाहेर, , जगर्स पार्क जवळ, , पेरी क्रॉस रोड, sar पश्‍चिम मुंबई 50   ","Off Delight Apartments, , Near Jaggers Park, , Perry Cross Road, sar West Mumbai 50",19.0886595,72.8339937,"Dheeraj Heritage Residency, Linking Rd, near Gol Garden, Daulat Nagar, Santacruz (West), Mumbai, Maharashtra 400054, India"
903,1707.pdf,09/01/2025,17:50,09/01/2025,17:50," शास्त्री नगर, पटेल नगरी,, रेल्वे स्टेशन जवळ, वांद्रे प, मुंबई,  ","Shastri Nagar, Patel Nagri,, Near Railway Station, Bandra P, Mumbai,",19.0586105,72.82648680000001,"42, St Andrews Rd, Bandra West, Mumbai, Maharashtra 400050, India"
904,1709.pdf,01/01/2025,03:20,01/01/2025,03:30," बांद्रा जिमखाना जंक्शन, , सेंट अँड्युज रोड,, बांद्रा प मुंबई,   ","Bandra Gymkhana Junction, , St Andrews Road,, Bandra P Mumbai,",19.0593105,72.82191139999999,"50, Carter Rd, Bandra West, Mumbai, Maharashtra 400050, India"
905,1708.pdf,09/01/2025,22:40,09/01/2025,22:40," ऑर्टर्स क्लबच्या पुढे, कार्टर रोड,, वांद्रे पश्‍चिम, मुंबई 50,   ","50, CARTER ROAD, BANDRA WEST, MUMBAI, BESIDE ORTER'S CLUB.",18.9775183,72.8420155,"111, Reay Rd, Nirmal Park Railway Colony, Byculla, Mumbai, Maharashtra 400010, India"
906,1712.pdf,18/03/2025,16:40,18/03/2025,18:31," 111 ए, केसरीनाथ भोये मार्ग , मोतीराम निवास, वरळी कोळीवाड ,मुंबई 30   ","111A, Kesarinath Bhoye Marg, Motiram Niwas, Worli Koliwad, Mumbai 30",19.0542135,72.8395105,"Bandra (W), B Block BKC, Bandra West, Mumbai, Maharashtra 400050, India"
907,1713.pdf,10/01/2025,18:20,10/01/2025,18:20," माहीम कजवे, दक्षिणवाहीन,, पश्‍चिम द्रुतगती मार्ग, , बांद्रा प,   ","Mahim Kajway, Dakshinwain,, Western Expressway, , Bandra W,",19.0535138,72.8292861,"Church St, Ranwar, Bandra West, Mumbai, Maharashtra 400050, India"
908,1714.pdf,11/01/2025,00:30,11/01/2025,00:30," अँड्र्युज चर्च ,, सेंट stot रोड,, वांद्रे पश्‍चिम, मुंबई 50, ","ANDREW'S CHURCH,, ST STOT ROAD,, BANDRA WEST, MUMBAI 50,",19.0550103,72.82538650000001,"50, Chimbai Rd, Bandra West, Mumbai, Maharashtra 400050, India"
909,1715.pdf,11/01/2025,00:50,11/01/2025,00:50," सेंट अँण्डूज चर्च समोर, , चिंबई रोड,, वांद्रे पश्‍चिम, मुंबई 50 , ","Opposite St. Andrew's Church, , Chimbai Road,, Bandra West, Mumbai 50 ,",19.0785345,72.873103,"Shastri Nagar Rd, Kolivery Village, Kalina, Santacruz East, Mumbai, Maharashtra 400029, India"
910,1716.pdf,11/01/2025,00:15,11/01/2025,00:15," शास्त्री नगर बस,, स्टेशन जवळ, वांद्रे, , पश्‍चिम, मुंबई, ","Shastri Nagar Bus,, Near Station, Bandra, , West, Mumbai,",19.0562814,72.83432119999999,"1st Floor, Hotel Metro Palace, Hill Rd, opposite Marks & Spencer, above Barbeque Nation, Bandra West, Mumbai, Maharashtra 400050, India"
911,1721.pdf,11/01/2025,21:55,11/01/2025,21:55," द नेस्ट हाँटेल, पहिला माळा, , हाँटेल मेट्रोपँलेस शेजारी,हिल , रोड,मार्क अँण्ड स्पेन्सरच्या ,विरूद्ध बाजूस,वांद्रे प मुंबई -400050   ","The Nest Hotel, 1st Mala, , Beside Hotel Metropolis, Hill, Road, Opposite Mark & ​​Spencer, Bandra P Mumbai-400050",19.0561637,72.8314252,"36-B, 9th Rd, Sayed Wadi, Bandra West, Mumbai, Maharashtra 400050, India"
912,1717.pdf,17/01/2025,15:00,17/01/2025,15:00," पिनँकल गोल्ड,9 वा रोड,, अल्मेडा पार्क जवळ,, वांद्रे पश्चीम ,मुंबई 50,   ","Pinnacle Gold,9th Road,,Near Alameda Park,,Bandra West,Mumbai 50,",19.0539656,72.8326935,"Bazar Rd, Bandra West, Mumbai, Maharashtra 400050, India"
913,1718.pdf,05/10/2023,00:00,28/12/2024,00:00," ट्रान्सीट कॅम्प चाळ नं 1 जवळ, राजीव नगर, बांद्रा रेकलैमशन, व, मदनी मंझिल,501,पाचवा माळा,,बाजार रोड,बांद्रा पश्‍चिम, मु-400050  ","NEAR TRANSIT CAMP CHAL NO 1, RAJIV NAGAR, BANDRA CLAIM, AND, MADNI MANZIL, 501, PACHWA MALA,, BAZAR ROAD, BANDRA WEST, MU-400050",19.0539656,72.8326935,"Bazar Rd, Bandra West, Mumbai, Maharashtra 400050, India"
914,1719.pdf,15/12/2023,00:00,16/12/2024,00:00," डी, इंदिराजी नगर,हनुमान गल्ली,, बाजार रोड,शाहीन बिल्डिंग जवळ,, बांद्रा पश्‍चिम, मुंबई-,-400050 ","D, Indiraji Nagar, Hanuman Galli,, Bazaar Road, Near Shaheen Building,, Bandra West, Mumbai-,-400050",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
915,1720.pdf,11/01/2025,06:30,11/01/2025,06:30," डॉ. पिटर डायस रोड,, राँयल बिल्डींगजवळ, , वांद्रे पश्‍चिम, मुंबई 50,  ","Dr. Peter Dyce Road,, Near Royal Building, , Bandra West, Mumbai 50,",19.0458854,72.821935,"50, Kane Rd, Mount Mary, Bandra West, Mumbai, Maharashtra 400050, India"
916,1722.pdf,01/01/2025,18:00,01/01/2025,19:00," ताजलन्ड हॉटेल केन रोड , वांद्रे पश्‍चिम मुंबई 50 ,  ","Tajland Hotel Kane Road, Bandra West Mumbai 50,",19.0658238,72.82318219999999,"50, Sangeet Samrat Naushad Ali Rd, Shirley, Bandra West, Mumbai, Maharashtra 400050, India"
917,1723.pdf,11/01/2025,01:00,11/01/2025,01:00," ओटर्स क्लबसमोर, , संगीत सम्राट नोशादअली रोड, , बांद्रा पश्‍चिम  मुंबई 50, ","Opposite Otters Club, , Sangeet Samrat Noshad Ali Road, , Bandra West Mumbai 50,",19.052489,72.8345596,"KC Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
918,1725.pdf,12/01/2025,14:20,12/01/2025,14:25," रंगशारदा परिसर केसीमार्ग , बांद्रा रिक्‍लेमेशन, मुबंई,   ","Rangsarada Complex KC Marg, Bandra Reclamation, Mumbai,",19.0549457,72.8250016,"115, Hill Rd, Old Rajaram Wadi, Bandra West, Mumbai, Maharashtra 400050, India"
919,1727.pdf,12/01/2025,19:16,12/01/2025,17:10," सेंट अँन्डरुज चर्च,, हिल रोड वांद्रे पश्‍चिम मुंबई ,   ","St Andrew's Church, Hill Road Bandra West Mumbai,",19.0418249,72.8587585,"Shop No 20, Block Number 5, Transit Camp, Block No 1, Dharavi, Mumbai, Maharashtra 400017, India"
920,1726.pdf,12/01/2025,15:00,12/01/2025,15:00," लकी हॉटेलजवळ, , एसव्हीरोडवर, वांद्रे पश्‍चिम, मुंबई ,   ","Near Lucky Hotel, , On SV Road, Bandra West, Mumbai ,",18.4955406,73.81635849999999,"Gosavi Vasti, Kothrud, Pune, Maharashtra 411052, India"
921,1728.pdf,09/06/2023,15:45,09/06/2023,15:45," गोसावी वस्ती, , भुजबळ बंगल्याच्या मागील, बाजुस असलेल्या पत्र्याच्या शेड, कोथरुड, पुणे ","Gosavi Vasti, , Behind Bhujbal Bungalow, Side Shed, Kothrud, Pune",19.0599727,72.8222188,"Carter Rd, Bandra West, Mumbai, Maharashtra 400050, India"
922,1729.pdf,03/12/2024,02:00,03/12/2024,02:00," Se पार्कच्या समोरील , रस्त्यावर, कार्टर रोड,, वांद्रे पश्‍चिम, मुंबई 4000, ","Opposite Se Park, Road, Carter Road,, Bandra West, Mumbai 4000,",19.0538911,72.83764910000001,"Bld no-9, Bandra Junction of S.V. Road, &, Hill Rd, Madam Wadi, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050, India"
923,1731.pdf,13/01/2025,10:50,13/01/2025,10:50," एस व्ही रोडवरील लकी हॉटेल, , ते कोंडुर जंक्शन दरम्यान ,, बांद्रा पश्‍चिम मुंबई 50, ","Lucky Hotel on SV Road, , between Kondur Junction ,, Bandra West Mumbai 50,",19.0598768,72.8285796,"1, 50, Perry Rd, Bandra West, Mumbai, Maharashtra 400050, India"
924,1730.pdf,13/01/2025,03:10,13/01/2025,03:10," विनी अपार्टमेंटच्या समोर, पेरी रोड,, वांद्रे पश्‍चिम, मुंबई 50,  1 ","Opposite Vinnie Apartments, Perry Road, Bandra West, Mumbai 50, 1",19.0511024,72.83596109999999,"Nargis Dutt Nagar, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
925,1732.pdf,13/01/2025,16:45,13/01/2025,16:50," नर्गिस दत्त नगर, टेलिफोन , एक्सचेंज जवळ, बांद्रा प, ATS   ","Nargis Dutt Nagar, Tel , Near Exchange, Bandra P, ATS",18.9569873,72.8413028,"Raichur St, Dana Bandar, Mandvi, Mumbai, Maharashtra 400009, India"
926,1724.pdf,26/04/2025,21:20,26/04/2025,21:35," मनोहर बारचे पाठीमागील बाजुस, रायचुर स्ट्रीट, वाडीबंदर,, मुंबई, ","Behind Manohar Bar, Raichur Street, Wadibandar, Mumbai,",19.0418249,72.8587585,"Shop No 20, Block Number 5, Transit Camp, Block No 1, Dharavi, Mumbai, Maharashtra 400017, India"
927,1733.pdf,13/01/2025,18:45,13/01/2025,18:45," लकी हाँटेलजवळ, , एसव्हीरोडवर, , वांद्रे पश्‍चिम, मुंबई ,   ","Near Lucky Hotel, , On SV Road, , Bandra West, Mumbai ,",19.0594726,72.8314809,"50, Turner Rd, Bandra West, Mumbai, Maharashtra 400050, India"
928,1734.pdf,14/01/2025,00:35,14/01/2025,00:35," उत्तर वाहीनी, टर्नर रोड, वांद्रे पमुंबई 50 , ","Uttar Vahini, Turner Road, Bandra Mumbai 50,",19.0539656,72.8326935,"Bazar Rd, Bandra West, Mumbai, Maharashtra 400050, India"
929,1737.pdf,14/01/2025,00:15,14/01/2025,00:20," बाजार रोड, जैन मंदिर जवळ ,, वांद्रे प मुंबई 50 ,   ","Bazar Road, Near Jain Mandir,, Bandra P Mumbai 50,",19.0552247,72.8373787,"239, Swami Vivekanand Rd, S.V. Road, Bandra West, Mumbai, Maharashtra 400050, India"
930,1739.pdf,08/01/2025,12:00,09/01/2025,13:27," गुलाटी पेट्रोलपंप, , राम मंदिर समोर,एस व्ही रोड,, वांद्रे पश्‍चिम, मुंबई 50,   ","Gulati Petrol Pump, , Opposite Ram Mandir, SV Road,, Bandre West, Mumbai 50,",19.0514817,72.8223577,"Pereira Rd, Mount Mary, Bandra West, Mumbai, Maharashtra 400050, India"
931,1738.pdf,14/01/2025,01:00,14/01/2025,01:05," बिट क्र3, माउंट मेरी पोलीस, चौकीजवळ, परेरा रोड,, बांद्रा प मुंबई, ","Bit No.3, Mount Mary Police, Near Chowki, Perera Road, Bandra P Mumbai,",19.0541116,72.8374122,"shop no 8, God Gift Tower, opp. lucky hotel, Madam Wadi, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050, India"
932,1741.pdf,13/01/2025,11:30,13/01/2025,11:30," डायमंड ज्युस सेंटर माजीज , हॉटेलजवळ, बाझार रोड, वांद्रे पश्‍चिम मुंबई 50 ,  ","Diamond Juice Center Majestic, Near Hotel, Bazaar Road, Bandre West Mumbai 50,",19.0294382,72.8469146,"Senapati Bapat Marg, Hanuman Nagar, Matunga East, Mumbai, Maharashtra, India"
933,1736.pdf,20/03/2025,01:00,20/03/2025,01:10," फुल मार्केट समोर, सेनापती बापट, हनुमाण नगर सोसायटी, दादर मुंबई, ","Opposite Full Market, Senapati Bapat, Hanuman Nagar Society, Dadar Mumbai,",19.058518,72.835088,"17-A, St Martins Rd, Bandra West, Mumbai, Maharashtra 400050, India"
934,1735.pdf,01/01/2025,22:30,01/01/2025,23:00," फरेरा फ्लँट नं 17/ए , सेंट मार्टीन WS , वांद्रे पश्‍चिम मुंबई 50 ,   ","FERRERA FLAT NO 17/A, ST MARTIN WS, BANDRA WEST MUMBAI 50,",19.0606485,72.825025,"3R6G+722, St John Rd, Pali Hill, Mumbai, Maharashtra 400050, India"
935,1740.pdf,11/01/2025,08:30,13/01/2025,08:00," अँन्थनी गरेजजवळ, न्यु कांतवाड, वांद्रे पश्‍चिम मुंबई,   ","NEAR ANTHONY GARAGE, NEW KANTWAD, BANDRA WEST MUMBAI,",19.0581574,72.8230983,"New Jaladarshan Society, Chimbai Rd, Near Jogger's Park, Bandra West, Mumbai, Maharashtra 400050, India"
936,1742.pdf,01/12/2023,00:00,30/06/2024,00:00," 702, न्यु जलदर्शन बिल्डींग, ए-विंग, पेरी wa रोड,, बांद्रा वेस्ट मुंबई, ","702, New Jaldarshan Building, A-Wing, Perry wa Road,, Bandra West Mumbai,",19.0338561,72.816723,"Bandra Worli Sea Link Bridge, Mount Mary, Bandra West, Mumbai, Maharashtra 400050, India"
937,1744.pdf,14/01/2025,14:30,14/01/2025,14:30," वांद्रे वरळी सी लिंक,वांद्रे , वांद्रे प मुबंई , ","Bandra Worli Sea Link, Bandra, Bandra P Mumbai,",19.0594726,72.8314809,"50, Turner Rd, Bandra West, Mumbai, Maharashtra 400050, India"
938,1745.pdf,14/01/2025,01:50,14/01/2025,03:00," बेग बँरो स्टुडिओ प्लँट नं01, तळमजला, न्युशंक ,, टर्नर रोड, ,बांद्रा पश्‍चिम,मुंबई 50 ","Beg Barro Studio Plant No.01, Ground Floor, Newshank,, Turner Road, Bandra West, Mumbai 50",19.057083,72.8287108,"St. Andrew's College, Bandra West, Mumbai, Maharashtra 400050, India"
